locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url,city_district,full_address,floor,year_built,building_type,price_per_sqm_detailed,description_text,has_basement,has_parking,kitchen_type,window_type,ownership_type,equipment,latitude,longitude
Kraków Czyżyny,os. 2 Pułku Lotniczego 8,3.0,49,690000,14082.0,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-os-2-pulku-lotniczego-3-pokojowe-v4g9w0,https://s2.adresowa.pl/oi/35/2f/3cdb30_8cf4_cover@2x-3-pokojowe-mieszkanie-krakow-czyzyny-os-2-pulku-lotniczego.webp,Kraków Czyżyny,os. 2 Pułku Lotniczego 8,15,1990.0,blok,,"Piękne mieszkanie,49 m kw. Usytuowane na 15 piętrze, bloku z lat 90. Okna na południe i zachód. Mieszkanie jest bardzo dobrze oświetlone, z widokiem na całe miasto, przy ładnej podzie widać góry. Duży balkon, 2 pokoje i salon z aneksem kuchennym, łazienka, przedpokój, komórka lokatorska, dostęp do suszarni tuż obok. Dwie windy. Czynsz ok 1000 zł (za 2 osoby , w tym zaliczka za wodę i ogrzewanie z MPEC). Blok ocieplony. Os. 2 Pułku Lotniczego. Bez pośredników! Zapraszam do kontaktu osoby prywatne, nie podejmuję współpracy z pośrednikami. Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 par. 1 Kodeksu Cywilnego oraz innych właściwych przepisów prawnych.",tak,,aneks,plastikowe,własność,,50.077503,20.009461
Kraków Borek Fałęcki,ul. Borkowska,1.0,32,470000,14688.0,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-borek-falecki-ul-borkowska-1-pokoj-g7c2u9,https://s2.adresowa.pl/oi/1b/7b/3d5714_3311_cover@2x-1-pokojowe-mieszkanie-krakow-borek-falecki-ul-borkowska.webp,Kraków Borek Fałęcki,Borkowska,parter,2002.0,blok,,"Na sprzedaż przytulne mieszkanie o powierzchni 32,8 m² na parterze w bloku z 2002 roku. Nieruchomość jest w dobrym stanie wykończenia i gotowa do zamieszkania. W mieszkaniu znajduje się oddzielna kuchnia, a także niezbędne wyposażenie: kanapa, meble, pralka, lodówka oraz kuchenka. W pobliżu znajdziesz: - sklepy spożywcze (Lewiatan, Avita) - restauracje (Bar na Klinach) - przedszkola i szkoły podstawowe - parki do wypoczynku (Park Maćka i Doroty) - przystanki komunikacji miejskiej, z których łatwo dojedziesz do centrum Krakowa. To mieszkanie to idealna propozycja dla singli lub par. Proszę, by nie kontaktowały się ze mną żadne biura pośredniczące.",,,osobna,,własność,"Wyposażenie: kuchenka, lodówka, pralka",50.004315,19.905814
Kraków Azory,ul. Tadeusza Makowskiego,2.0,36,540000,15000.0,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-azory-ul-tadeusza-makowskiego-2-pokojowe-n1k8h7,https://s2.adresowa.pl/oi/52/60/3d56ba_44b8_cover@2x-2-pokojowe-mieszkanie-krakow-azory-ul-tadeusza-makowskiego.webp,Kraków Azory,Tadeusza Makowskiego,2,1970.0,blok,,"Na sprzedaż mieszkanie o powierzchni 36,74 m², położone przy ul. Makowskiego na osiedlu Azory w Krakowie. Lokal po niedawnym remoncie, gotowy do wprowadzenia bez dodatkowych nakładów finansowych. Mieszkanie składa się z: - dwóch pokoi, - oddzielnej, ciemnej kuchni (z możliwością połączenia z salonem i uzyskania aneksu kuchennego), - przedpokoju, - łazienki. Do mieszkania przynależy również piwnica. Ogrzewanie miejskie zapewnia komfort użytkowania i niskie koszty eksploatacyjne. Nieruchomość znajduje się w dobrze skomunikowanej okolicy - w pobliżu liczne przystanki autobusowe oraz stacja PKP Kraków Łobzów, co umożliwia szybki dojazd do centrum miasta i innych części Krakowa. Mieszkanie dostępne od zaraz. Sprzedaż bezpośrednio od właściciela - brak prowizji dla biura nieruchomości. Idealna propozycja zarówno dla osób szukających pierwszego mieszkania, jak i pod inwestycję.",tak,,osobna,plastikowe,własność,,50.087605,19.916876
Kraków,ul. Kobierzyńska,2.0,48,801360,16695.0,bez pośredników,,+3 podobne oferty,https://adresowo.pl/o/mieszkanie-krakow-ul-kobierzynska-2-pokojowe-c5g4m1,https://s2.adresowa.pl/development/670664/nowe-mieszkania-apartamenty-casa-sole-4bda_cover.jpg,Kraków ,Kobierzyńska,1,2025.0,,,"Nowe mieszkanie 2-pokojowe o powierzchni 48 m² w inwestycji Apartamenty CASA SOLE dewelopera Smart Apartments Sp.z o.o., na 1 piętrze w budynku 193E pod adresem ul. Kobierzyńska 193E, Kraków. Planowany termin oddania to III kwartał 2025 roku. O inwestycji Casa Sole to nowoczesna, przyjazna architektura, przyjazna architektura zaprojektowana dla rodzin. Inwestycja obejmuje budowę czterokondygnacyjnego budynku mieszkalnego, wielorodzinnego, wykończonego trwałymi i eleganckimi materiałami z dbałością o wszelkie detale architektoniczne. Klienci mają do wyboru 11 mieszkań o zróżnicowanym układzie i powierzchni. W ofercie znajdują się mieszkania z miejscami postojowymi w garażu podziemnym oraz komórkami lokatorskimi. Na parterze dostępne są 3 lokale usługowe. Budynek wyposażony jest w dwubiegową klatkę schodową i windę obsługującą wszystkie kondygnacje. Nieruchomość jest również przystosowana do potrzeb osób niepełnosprawnych. Lokalizacja Casa Sole to doskonałe miejsce dla osób poszukujących mieszkania w dobrze skomunikowanej lokalizacji, a jednocześnie na terenie, z niską, kameralną zabudową. Nie bez znaczenia pozostaje bliskość Kampusu Uniwersytetu Jagiellońskiego, Krakowskiego Parku Technologicznego oraz licznych biur międzynarodowych korporacji. Dzięki dobrej komunikacji autobusowej można bez problemu dotrzeć do centrum miasta. Pokonując krótki odcinek pieszo można dojść do szkół, przedszkoli, aptek, przychodni oraz do sklepów. Tereny rekreacyjne , takie jak Krakowski Klub Jazdy Konnej , Skałki Twardowskiego, Las Żywiecki , Las Borkowski , centra sportu i rekreacji czy też ścieżki rowerowe sprzyjają aktywnemu wypoczynkowi. W bliskim sąsiedztwie realizowane są inwestycje miejskie; Trasa Łagiewnicka, Dom kultury na Ruczaju.",,,,,własność,,50.01300048828125,19.89900016784668
Kraków Dębniki,ul. Karola Bunscha,5.0,127,2200000,17323.0,Pośrednik,,32,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-karola-bunscha-5-pokojowe-h7y0r4,https://s2.adresowa.pl/oi/4c/7a/3d5268_3f92_cover@2x-5-pokojowe-mieszkanie-krakow-debniki-ul-karola-bunscha.webp,Kraków Dębniki,Karola Bunscha,4,2020.0,apartamentowiec,,"Studio Nieruchomości Kraków prezentuje piękny, jasny, komfortowy apartament 5 pokojowy z osobną kuchnio-jadalnią o pow. 126,6 m2, z miejscem garażowym oraz dwoma komórkami lokatorskimi ? ul. Bunscha Więcej zdjęć apartamentu na: Studio Nieruchomości Kraków APARTAMENT - nowoczesny apartament, przepełniony światłem słonecznym, komfortowy, dla wymagających - ceniących sobie estetykę i elegancję - 5 pokoi, osobna obszerna kuchnia z jadalnią, razem 127,6 m2, dwa balkony, dodatkowo dwie komórki lokatorskie i miejsce garażowe, 2x klimatyzacja - apartament umeblowany, gotowy do wprowadzenia - ekspozycja okien trójstronna - wschód, zachód, południe, piętro 4 z 4, cichobieżna winda - na zamkniętym osiedlu budynków apartamentowych z 2020 r., wolny od obciążeń - idealny jako alternatywa dla domu - mnóstwo przestrzeni i miejsca do przechowywania - wnętrza apartamentu zaprojektowane wg projektu znakomitej architekt - komfortowo, gustownie w każdym szczególe, wykończone przez zespół solidnych wykonawców z materiałów o wysokim standardzie BUDYNEK I OSIEDLE Osiedle budynków apartamentowych o nowoczesnej, prostej architekturze, o wysokim standardzie wykończenia części wspólnych, z garażem podziemnym z miejscami postojowymi oraz komórkami lokatorskimi na poziomie -1, a także z zaaranżowanym, zielonym dziedzińcem UKŁAD POMIESZCZEŃ - rzut apartamentu jest dołączony do ogłoszenia - SALON z JADALNIĄ z KLIMATYZACJĄ - z wejściem na balkon-taras - z widokiem na Las Wolski, szczególnie po południu, urzekające zachody słońca, z zielenią w tle Przestrzenny, pełen światła - część wypoczynkowa z okazałym, komfortowym narożnikiem, zabudowa strefy telewizyjnej, wykonana na wymiar, stół w drewnie naturalnym z 6-ma krzesłami - KUCHNIA Z JADALNIĄ - osobne obszerne pomieszczenie, wysoka zabudowa meblowa z wyspą - wykonana na wymiar, piękna, solidna, doskonale wyposażona w najwyższej klasy sprzęt AGD: lodówka, zmywarka, płyta indukcyjna, piekarnik, okap, mikrofala, zlewozmywak. W części jadalnej stół w drewnie naturalnym z krzesłami. Całość także pełna światła dziennego - urządzona wg najnowszych trendów, gustownie, ze smakiem, ponadczasowo. W uzupełnieniu - przepięknie i klimatycznie zaprojektowane oświetlenie dodające elegancji. - POKÓJ II - z oknem - sypialnia główna, z łożem małżeńskim - GARDEROBA - komfortowo urządzona - meble na wymiar, niezwykle praktyczna, wewnątrz głównej sypialni - ŁAZIENKA I - w gresie jasnym, z prysznicem, umywalką i WC - POKÓJ III - z oknem - sypialnia II - obecnie urządzona jako pokój dziecka - POKÓJ IV - z wyjściem na duży taras - wspólny z pokojem V, na zdjęciach nieumeblowany, obecnie pokój do pracy - POKÓJ V - z wyjściem na duży taras - wspólny z pokojem IV, na zdjęciach nieumeblowany, obecnie pokój do pracy - SALON ŁAZIENKOWY - w szarym gresie, z prysznicem, wanną, 2 umywalki w zabudowie, WC, bidet, szafki na środki czystości oraz w zamknięciu szafa z pralką, suszarką i przeznaczeniem na inne przedmioty - HOL - reprezentacyjnie wprowadza do apartamentu - nowoczesne, funkcjonalnie zaprojektowane szafy na wymiar, wieszak, lustro AGD - najnowszej generacji MEBLE - wszystkie wykonane na wymiar - przez solidną firmę stolarską - w zdecydowanej większości w cenie sprzedaży - do uzgodnienia PODŁOGI - deska - drewno naturalne - dąb mat DRZWI WEWNĘTRZNE - nowoczesne, białe, w dużych ościeżnicach - eleganckie OŚWIETLENIE - klimatyczne, led, energooszczędne, dodające klimatu w apartamencie OKNA - nowego typu PCV, trzyszybowe OGRZEWANIE I CIEPŁA WODA - siec miejska PRZECHOWYWANIE: - Komórka lokatorska o pow. 5,6 m2 - usytuowana na III piętrze - powierzchnia nie wliczona w metraż apartamentu - dodatkowo płatna, cena 20.000 zł - Komórka lokatorska na poziomie -1, o pow. 4,5 m2, dodatkowo płatna, cena 20.000 zł PARKOWANIE - miejsce postojowe w garażu podziemnym, dodatkowo płatne, cena 60.000 zł Miesięczny czynsz ok. 1.500 zł, w tym m.in.: ogrzewanie, ciepła i zimna woda, administracja, fundusz remontowy, monitoring, wywóz nieczystości, dodatkowo płatny prąd - indywidualnie wg zużycia ZNAKOMITA LOKALIZACJA - bogata infrastruktura handlowo-usługowa na Ruczaju w tym m.in. centrum handlowe ATUT Czerwone Maki, siłownia, stacje paliw, restauracje, bary, liczne lokale usługowe, bazarek, przychodnia, apteki, szkoły i przedszkola, Kampus UJ, liczne biurowce. W niewielkiej odległości od zielonych terenów - Zakrzówek, Skałki Twardowskiego, także nieopodal stadnina koni KOMUNIKACJA - miejska: autobus i tramwaj - 4 lub 7 min. pieszo - drogowa dwupasmowe jezdnie zapewniają szybkie połączenie z centrum Krakowa, także szybki wyjazd na A4 ZNAKOMITA OFERTA - POLECAM SERDECZNIE I ZAPRASZAM NA PREZENTACJĘ Kontakt: Jan Szczygieł tel: + nr licencji pośrednika odpowiedzialnego: 24486",tak,tak,aneks,,własność,"Wyposażenie: klimatyzacja, lodówka, piekarnik, zmywarka",50.014406,19.884387
Kraków Podgórze Duchackie,ul. por. Halszki,3.0,63,825000,13095.0,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-por-halszki-3-pokojowe-k2d8m4,https://s2.adresowa.pl/oi/60/3c/3d523c_9c6c_cover@2x-3-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-por-halszki.webp,Kraków Podgórze Duchackie,por. Halszki,1,2000.0,blok,,"Podgórze Duchackie ul. Halszki 63.6m2 / 3 pokoje DO WEJŚCIA + balkon WE SPEAK ENGLISH Cena do negocjacji Możliwość zakupu na kredyt. Mamy przyjemność zaprezentować Państwu wyjątkowe 3 pokojowe mieszkanie na Woli Duchackiej o powierzchni 63.6 m, położone przy ul. Halszki Mieszkanie w pełni umeblowane idealne do wejścia od zaraz, bez żadnych dodatkowych kosztów. Znajduje się na 1 piętrze w 3 piętrowym budynku z 2000 roku. W SKŁAD MIESZKANIA WCHODZĄ: - łazienka - przedpokój - trzy osobne, ustawne pokoje - jasna kuchnia - meble na wymiar, lodówka, piekarnik, płyta indukcyjna, zmywarka + balkon DODATKOWO: - komórka lokatorska - możliwość zakupu miejsca postojowego w garażu podziemnym w cenie 70 000 zł SZCZEGÓŁY OFERTY: - Mieszkanie z założoną Księgą Wieczystą - Możliwość zakupu na kredyt - Kuchnia w pełni wyposażona - Okna PCV - Ogrzewanie z sieci miejskiej - Niski Czynsz - ekspozycja wsch.-zach. - klimatyzacja w salonie - w bloku nie ma gazu - blok zadbany, ogrodzone, wejście domofon, - przeprowadzona modernizacja elewacji oraz balkonów, LOKALIZACJA: - świetna komunikacja: autobusowa (przystanek 200m) oraz tramwajowa (600m) Jest bardzo zielono, cicho i spokojnie. MOGĄ PAŃSTWO LICZYĆ NA: - bezpłatną konsultację z niezależnym doradcą kredytowym; - bezpieczeństwo transakcji; - pomoc w załatwieniu formalności i skompletowaniu dokumentów niezbędnych do transakcji; - współpracę z najlepszymi notariuszami. Skontaktuj się z nami i umów się na bezpłatną prezentację mieszkania. Pamiętaj, że ceny nieruchomości w większości przypadków podlegają negocjacji. KREDYT Niezależni doradcy kredytowi, z którymi współpracujemy pomagają we wszelkich formalnościach związanych z uzyskaniem kredytu na zakup nieruchomości. Bezpłatna konsultacja, sprawdzenie zdolności, przedstawienie najkorzystniejszych opcji spośród ofert różnych banków. Przeprowadzimy cały proces realizacji kredytu i zakupu nieruchomości. Zapraszamy do kontaktu! Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",,tak,,,własność,"Wyposażenie: klimatyzacja, lodówka, piekarnik, zmywarka",50.01992,19.96105
Kraków Nowa Huta,Osiedle Hutnicze 6,2.0,54,799000,14796.0,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-osiedle-hutnicze-2-pokojowe-y5r2s6,https://s2.adresowa.pl/oi/3c/34/3d5658_7602_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-osiedle-hutnicze.webp,Kraków Nowa Huta,Osiedle Hutnicze 6,parter,1970.0,blok,,"Odrębna Własność lokalu mieszkalnego z udziałem w gruncie. Mieszkanie dwupokojowe, z oddzielną jasną kuchnią, łazienką, dwoma korytarzami, o powierzchni 54, 78m2. W lokalu został wykonany gruntowny remont, między innymi zostało wykonane: - wyniana drzwi wejściowych na antywłamaniowe Gerda wraz z ościeżnicą oraz zamkami - wymiana okien na trzy szybowe, siedmiokomorowe z dodatkowymi uszczelkami Sonarol - wymiana instalacji elektrycznej, wodno-kanalizacyjnej oraz centralnego ogrzewania wraz z grzejnikami - tynkowanie ścian z siatkowaniem wraz z gładziami oraz malowaniem - w kuchni, łazience i przedpokojach na podłodze gresy, w pokojach panele winylowe - jodełka - drzwi wewnętrzne oraz ościeżnice regulowane w okleinie premium. Blok przyłączony do MPC. Osiedle w latach 2024-2026 zostało w całości zmodernizowane. Zostały wymienione zieleńce, chodniki, osiedlowa droga wewnętrzna, nowe miejsca parkingowe, ławki, trzepaki, place zabaw, boiska do gry, itp. Osiedle dobrze skomunikowane z MPK, wjazd na S7 ok 1 km. W bliskiej odległości Nowohucki Zalew, po za tym: szkoły, przedszkola, kościoły, sklepy, restauracje. Cena 799 tyś. zł. Zapraszam do kontaktu.",tak,,osobna,plastikowe,własność,,50.06465,19.94498
Kraków Nowa Huta,Osiedle Na Skarpie,2.0,46,529000,11500.0,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-osiedle-na-skarpie-2-pokojowe-e5p1l9,https://s2.adresowa.pl/oi/4d/7b/3d5638_2826_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-osiedle-na-skarpie.webp,Kraków Nowa Huta,Osiedle Na Skarpie,parter,1950.0,blok,,"Właściciel sprzeda dwupokojowe mieszkanie 46,75m, możliwość uzyskania dwóch niezaleznych pokoi oraz salonu z aneksem. Budynek z cegły, pełna własność, parter. Dostępność miejsc parkingowych przed budynkiem. Do mieszkania przynależy 10m piwnica z oknem. Cena 529 000 zł do negocjacji.",tak,,osobna,,własność,,50.06465,19.94498
Kraków,ul. Kobierzyńska,3.0,59,868623,14722.0,bez pośredników,,+6 podobnych ofert,https://adresowo.pl/o/mieszkanie-krakow-ul-kobierzynska-3-pokojowe-w4e3o4,https://s2.adresowa.pl/development/670664/nowe-mieszkania-apartamenty-casa-sole-4bda_cover.jpg,Kraków ,Kobierzyńska,1,2025.0,blok,,"Nowe mieszkanie 3-pokojowe o powierzchni 59,09 m² w inwestycji Apartamenty CASA SOLE dewelopera Smart Apartments Sp.z o.o., na 1 piętrze w budynku 193E pod adresem ul. Kobierzyńska 193E, Kraków. Planowany termin oddania to III kwartał 2025 roku. O inwestycji Casa Sole to nowoczesna, przyjazna architektura, przyjazna architektura zaprojektowana dla rodzin. Inwestycja obejmuje budowę czterokondygnacyjnego budynku mieszkalnego, wielorodzinnego, wykończonego trwałymi i eleganckimi materiałami z dbałością o wszelkie detale architektoniczne. Klienci mają do wyboru 11 mieszkań o zróżnicowanym układzie i powierzchni. W ofercie znajdują się mieszkania z miejscami postojowymi w garażu podziemnym oraz komórkami lokatorskimi. Na parterze dostępne są 3 lokale usługowe. Budynek wyposażony jest w dwubiegową klatkę schodową i windę obsługującą wszystkie kondygnacje. Nieruchomość jest również przystosowana do potrzeb osób niepełnosprawnych. Lokalizacja Casa Sole to doskonałe miejsce dla osób poszukujących mieszkania w dobrze skomunikowanej lokalizacji, a jednocześnie na terenie, z niską, kameralną zabudową. Nie bez znaczenia pozostaje bliskość Kampusu Uniwersytetu Jagiellońskiego, Krakowskiego Parku Technologicznego oraz licznych biur międzynarodowych korporacji. Dzięki dobrej komunikacji autobusowej można bez problemu dotrzeć do centrum miasta. Pokonując krótki odcinek pieszo można dojść do szkół, przedszkoli, aptek, przychodni oraz do sklepów. Tereny rekreacyjne , takie jak Krakowski Klub Jazdy Konnej , Skałki Twardowskiego, Las Żywiecki , Las Borkowski , centra sportu i rekreacji czy też ścieżki rowerowe sprzyjają aktywnemu wypoczynkowi. W bliskim sąsiedztwie realizowane są inwestycje miejskie; Trasa Łagiewnicka, Dom kultury na Ruczaju.",,,,,własność,,50.02299880981445,19.90999984741211
Kraków Czyżyny,ul. Stanisława Lema,4.0,79,1790000,22658.0,Pośrednik,,23,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-stanislawa-lema-4-pokojowe-i8y7z3,https://s2.adresowa.pl/oi/22/35/3d5234_718f_cover@2x-4-pokojowe-mieszkanie-krakow-czyzyny-ul-stanislawa-lema.webp,Kraków Czyżyny,Stanisława Lema,4,2022.0,apartamentowiec,,"| Biuro Nieruchomości Bracia Sadurscy ma przyjemność zaprezentować Państwu, przestronne mieszkanie z widokiem na Park Lotników. Rozkład mieszkania: położony jest na 4 piętrze w 4 piętrowym nowoczesnym budynku, z całodobową ochroną i monitoringiem. W skład nieruchomości wchodzi: przestronny salon z aneksem kuchennym wykończonym z wysokiej jakości materiałów - z dużymi oknami , 3 niezależne jasne sypialnie - jedna z prywatną łazienką. Przedpokój, główna łazienka z sauną oraz 2 balkony. Stan mieszkania oraz szczegóły wykończenia: prezentowane mieszkanie jest gotowe do zamieszkania, wyposażone w klimatyzację . Idealne mieszkanie dla osób ceniących sobie przestronne wnętrza w otulinie zieleni oraz chęć mieszkania w nowoczesnym budownictwie. Lokalizacja: mieszkanie usytuowane jest w nowoczesnym budownictwie. W najbliższej okolicy pełne zaplecze handlowo-usługowe. Liczne trasy spacerowe i rowerowe, oraz tereny zielone w zasięgu kilku kroków. Szybka komunikacja z centrum miasta. Szkoły, przedszkola i żłobki w zasięgu spaceru. Jeżeli cenicie sobie Państwo wysoki standard wykończenia, dużą ilość terenów zielonych dookoła oraz życie w dobrze skomunikowanej części Krakowa - to mieszkanie jest dla Was ! Cena: Mieszkania: 1 790 000 zł Miejsca w garażu podziemnym: dodatkowo płatne (do rozsądnej negocjacji) Serdecznie polecamy i zapraszamy do oglądania! Kamil Dedo [numer] ::DODATKOWE INFORMACJE | Rodzaj budynku: apartamentowiec | Parking strzeżony (odległość w metrach) [m]: 100 | Dozór budynku: Ochrona całodobowa | Głośność: idealnie ciche | Widok: park/skwer | Gaz: brak | Woda: ciepła - miejska | Dojazd: asfalt | Otoczenie: centrum miasta | Ogrzewanie: C.O. miejskie | Internet: TAK | Telewizja kablowa: TAK | Komunikacja publ.: MPK, autobus miejski, tramwaj | Odległość do komunikacji publicznej [m]: 200 | Odl. do sklepu [m]: 50 | Odl. do szkoły [m]: 350 | Odl. do przedszkola [m]: 200 | Winda: TAK | Liczba wind: 1 | Rozkład: dwustronne | Usytuowanie: dwustronne | Drzwi antywłamaniowe: TAK | Klimatyzacja: TAK | Teren ogrodzony: TAK | Opłaty w czynszu: wywóz śmieci, wywóz nieczystości, woda, Winda, sprzątanie, ogrzewanie, ochrona, monitoring, fundusz remontowy, Części wspólne, CO, administracja | Opłaty wg liczników: prąd | Rodzaj mieszkania: jednopoziomowe | Garaż: miejsce garażowe | Stan lokalu: wysoki standard | Okna: PCV 3 komorowe | Instalacje: dobre | Balkon: jest | Liczba tarasów: 2 | Powierzchnia użytkowa [m2]: 79,0700 | Rok budowy: 2022 | Liczba pokoi: 4 | Wysokość pomieszczeń [m]: 2,7000 | Liczba sypialni: 3 | Podłogi pokoi: panele winylowe | Ściany pokoi: malowane | Wyposażenie pokoi: umeblowane | Wystawa okien - pokoje : Wsch, Zach | Typ kuchni: aneks kuchenny - połączony z salonem | Rodzaj kuchni: aneks kuchenny połączony z jadalnią i salonem | Podłoga kuchni: panele winylowe | Wyposażenie kuchni: wyspa, stała zabudowa, meble kuchenne na wymiar, zmywarka, zlewozmywak z baterią, zabudowa kuchenna, szafki kuchenne, sprzęt AGD, płyta indukcyjna, piekarnik elektryczny, okap kuchenny, lodówko/zamrażarka | Wystawa okien - kuchnia: Wsch, Zach | Typ łazienki: nowa | Liczba łazienek: 2 | Glazura łazienki: nowego typu | Podłoga łazienki: gres | Wyposażenie łazienki: WC, wanna, umywalka, prysznic, lustro | Ściany łazienki: malowane | Liczba przedpokoi: 1 | Podłoga przedpokoi: panele winylowe | Ściany przedpokoi: malowane | Wyposażenie przedpokoi: szafa zabudowana, domofon | Wystawa okien - przedpokój : Wsch, Zach | ::LINK DO STRONY | [www]/offer/BS3-MS-314617 Zobacz Wirtualny Spacer: [www]/show/?m=PwnM6Wo7jHV ::KONTAKT DO AGENTA | Kamil Dedo | [numer] | [email] ::DANE BIURA | Oddział BS3, Przewóz | Przewóz 47/1 piętro | 31-509 Kraków | [numer] Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Kamil Dedo (licencja nr: 28467) -------------------------- ::GRATIS | Nasza prowizja zawiera: koszt przedwstępnej notarialnej umowy sprzedaży nieruchomości z rynku wtórnego. ::GWARANCJA | Gwarancja zwrotu zadatku. Więcej informacji na [www]/zwrot-zadatku/ |",,tak,aneks,plastikowe,własność,"Wyposażenie: internet, klimatyzacja, piekarnik, zmywarka",50.0705,19.987929
