locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url,city_district,full_address,floor,year_built,building_type,price_per_sqm_detailed,description_text,has_basement,has_parking,kitchen_type,window_type,ownership_type,equipment,latitude,longitude
Katowice Załęska Hałda,ul. Wincentego Pola,3,41,379000,9244,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-katowice-zaleska-halda-ul-wincentego-pola-3-pokojowe-p4i6g1,https://s2.adresowa.pl/oi/7f/47/3e5932_bf48_cover@2x-3-pokojowe-mieszkanie-katowice-zaleska-halda-ul-wincentego-pola.webp,Katowice Załęska Hałda,Wincentego Pola,1,2015,kamienica,,"= BEZPOŚREDNIO - bez prowizji dla kupującego = Bardzo dobra lokalizacja, położone bezpośrednio przy Parku Kościuszki (ul. W.Pola). Bardzo dobry dojazd do centrum miasta, Autostrady A4. W pobliżu przystanki autobusowe, pełna infrastruktura handlowo-usługowa: markety spożywcze, żłobki, przedszkola, szkoła, przychodnie. Niski ocieplony, trzypiętrowy budynek - kamienica po rewitalizacji w 2015 r. (generalny remont części wspólnych, instalacji, termomodernizacja, wymiana okien - do stanu deweloperskiego). Parking bezpośrednio przy budynku, poza strefą płatnego parkowania. --- Mieszkanie wykończone - do zamieszkania: - nowe instalacje elektryczna oraz wod-kan. - panele w pokojach i salonie. - w pełni wyposażona łazienka. --- Mieszkanie składa się z: - przestronnego salonu z aneksem kuchennym i balkonem francuskim. - sypialni z pojemnymi szafami w zabudowie. - gabinetu/biura. - łazienki z wc, kabiną z prysznicową oraz pralką. Powierzchnia mieszkania: 41,5 m2 + piwnica/ rzut przybliżony. Okna PCV skierowane na południowy wschód. Mieszkanie ciepłe i dobrze doświetlone. Ogrzewanie i ciepła woda - miejskie. Mieszkanie bez obciążeń hipotecznych. Wysokość miesięcznych opłat przy 2 osobach - około 800,00 zł (w tym na rzecz Wspólnoty). --- Atuty: - położenie przy terenach spacerowych, a zarazem blisko Centrum miasta. - doskonały rozkład - pojemne szafy w zabudowie. - nowe instalacje (elektryczna, wodna, kanalizacja). - niskie koszty eksploatacji (mieszkanie ciepłe, dobrze doświetlone). --- Bezpośrednio od właściciela, bez prowizji. Możliwość nabycia na inwestycje - dochód z wynajmu 2100,00 zł miesięcznie (zysk ok. 6,64% rocznie). Obecnie wynajęte - możliwość przejęcia najmu lub wypowiedzenia najmu z okresem 1 miesięcznym.",tak,,aneks,plastikowe,własność,,50.244421,18.990722
Katowice Śródmieście,ul. Władysława Stanisława Reymonta,3,74,740000,10000,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-wladyslawa-stanislawa-reymonta-3-pokojowe-g9e9d2,https://s2.adresowa.pl/oi/53/4d/3e589e_35ee_cover@2x-3-pokojowe-mieszkanie-katowice-srodmiescie-ul-wladyslawa-stanislawa-reymonta.webp,Katowice Śródmieście,Władysława Stanisława Reymonta,2,1960,kamienica,,"Oferuję na sprzedaż (bez pośredników)atrakcyjne trzypokojowe mieszkanie z miejscem parkingowym, zlokalizowane w Śródmieściu Katowic przy ul. Reymonta. Lokalizacja w cichej i spokojnej okolicy. Nieruchomość jest usytuowana na 2 piętrze w niskiej 3-piętrowej kamienicy. Dodatkowo miejsce parkingowe za szlabanem. Mieszkanie o powierzchni 74,13 m² składa się z trzech pokoi, kuchni, dużej łazienki, przedpokoju oraz dwóch balkonów. W pokojach gładzie, wszystkie pomieszczenia świeżo pomalowane. Na podłogach parkiet, okna z PCV wystawka wschód, południe, zachód. Do mieszkania przynależy piwnica. Mieszkanie jest w pełni umeblowane. W kuchni nowa chłodziarko-zamrażarka, płyta elektryczna, nowa zmywarka oraz okap. W łazience kabina prysznicowa, pralka oraz piec gazowy. Ogrzewanie z sieci miejskiej, ciepła woda – junkers gazowy. Czynsz około 1100 zł. dodatkowo opłaty za prąd i gaz według zużycia. Stan prawny: mieszkanie własnościowe z księgą wieczystą Doskonała komunikacja z centrum miasta oraz dostęp do pełnej infrastruktury: sklepów, punktów usługowych, dwie szkoły, przedszkole, restauracje itp. W pobliżu przystanki komunikacji miejskiej. Mieszkanie nie wymaga nakładów finansowych i jest gotowe do wprowadzenia. ATUTY NIERUCHOMOŚCI: 1. Lokalizacja blisko centrum 2. Miejsce parkingowe za szlabanem 3. Cicha i spokojna okolica CENA: 740 000 PLN Zapraszamy na prezentację mieszkania. Telefon do kontaktu [numer]",tak,tak,osobna,plastikowe,własność,"Wyposażenie: pralka, zmywarka",50.251021,19.025622
Katowice,ul. Graniczna,4,82,1434945,17499,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-katowice-ul-graniczna-4-pokojowe-c5j5z3,https://s2.adresowa.pl/oi/18/41/3da756_cb4c_cover@2x-4-pokojowe-mieszkanie-katowice-ul-graniczna.webp,Katowice ,Graniczna,7,2023,apartamentowiec,,"Apartamenty z widokiem na trzy stawy. Rekreacja oraz relaks w zasięgu wzroku. Na sprzedaż wyjątkowe mieszkanie o powierzchni 84 m² położone na 7. piętrze nowoczesnego osiedla powstającego w bezpośrednim sąsiedztwie Dolina Trzech Stawów . To prestiżowa lokalizacja, w której natura spotyka się z miastem, a komfort życia wchodzi na zupełnie nowy poziom. Inwestycja obejmuje 6 kameralnych budynków z szeroką ofertą mieszkań — a ten lokal to jedna z najlepszych propozycji w całym projekcie. Duży metraż, wysokość, piękne światło i panorama z okien sprawiają, że to przestrzeń dla osób, które oczekują więcej niż standard. Atuty mieszkania: - 84 m² — idealne dla pary, rodziny lub pod inwestycję premium - 7. piętro — wysoki komfort prywatności i świetne doświetlenie - Możliwość aranżacji z przestronną strefą dzienną - Widok na Dolinę Trzech Stawów – jeden z najmocniejszych punktów oferty - Nowoczesny, ponadczasowy standard inwestycji Wyróżnia nas standard: - wodne ogrzewanie podłogowe, doprowadzone z sieci miejskiej - wysokość pomieszczeń – 2,75 m – dzięki czemu lokale są widne i przestronne - klatki schodowe to nowoczesny, a jednocześnie ponadczasowy design zaprojektowany przez wiodącą na Śląsku pracownię, współpracującą z najlepszymi deweloperami w całej Polsce. Posiadam również oferty mieszkań nieopublikowanych w sieci. Dopasujemy ofertę do Twoich potrzeb. Filip Masłowski",,tak,,,,,50.252652,19.033983
Katowice,ul. Leopolda,4,84,840000,10000,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-katowice-ul-leopolda-4-pokojowe-c5b8z9,https://s2.adresowa.pl/oi/2f/6c/3da752_da67_cover@2x-4-pokojowe-mieszkanie-katowice-ul-leopolda.webp,Katowice ,Leopolda,1,2027,apartamentowiec,,"Nowoczesne mieszkania w otoczeniu zieleni. Unikatowa i nowatorska propozycja wśród katowickich inwestycji mieszkaniowych, oferująca znacznie więcej niż komfortowe apartamenty. To wyjątkowe połączenie tętniącego życiem miasta z odprężającą i ożywczą zielenią parku, który stanowi esencję i jest sercem całego projektu. Wyróżniająca się, innowacyjna koncepcja wielorodzinnego budynku. Atuty inwestycji:- strefa wypoczynkowa, park w centrum inwestycji - stojaki zewnętrzne na rowery - stanowiska naprawcze dla rowerów - zielony taras na dachu - miejsce do ładowania pojazdów elektrycznych - balkony/loggie, tarasy, ogródki - miejsca postojowe i garaż podziemny - komórki lokatorskie Lokalizacja:- 2 min przystanek autobusowy - 7 min supermarket, IKEA - 12 – 14 min szkoła podstawowa, przedszkole - 6 min ośrodek zdrowia - 6 min centrum sportowe i fitness - 18 min Park Śląski, Legendia - 7 min centrum - Rynek - 9 min Silesia City Center - 15 min Dworzec PKP Katowice Posiadam również oferty mieszkań nieopublikowanych w sieci. Dopasujemy ofertę do Twoich potrzeb. Filip Masłowski",,tak,,,,,50.271862,19.045119
Katowice Brynów,ul. Cyranek,4,118,1580000,13390,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-cyranek-4-pokojowe-o8y5g5,https://s2.adresowa.pl/oi/3e/71/3e51bc_60c8_cover@2x-4-pokojowe-mieszkanie-katowice-brynow-ul-cyranek.webp,Katowice Brynów,Cyranek,parter,1998,apartamentowiec,,"Sprzedam 4 pokojowe mieszkanie o powierzchni 118,23 m2; przy ul. Cyranek w Katowicach Brynów; w prestiżowej dzielnicy - PTASIE OSIEDLE; tuż przy wejściu do lasu na Muchowcu i Katowickiego Parku Leśnego. Mieszkanie zaprojektowane ze smakiem, przestronne, słoneczne; w skład którego wchodzą: - przestronny salon z kuchnią w formie aneksu kuchennego - 3 sypialnie - łazienka z wc - toaleta - hol - piwnica - garaż Mieszkanie usytuowane na wysokim parterze, wygodne wejście z klatki schodowej; z salonu wyjście na przydomowy ogródek - o powierzchni 48,20 m2, gdzie roztacza się piękny widok na zieloną przestrzeń. Najlepsza lokalizacja w Katowicach: kameralna, cicha i zielona okolica szybki dostęp do centrum Katowic; samochodem 10 min.; tramwajem lub autobusem 10 min. wygodne połączenia z głównymi trasami wyjazdowymi Informacje techniczne: Ogrzewanie: miejskie Ciepła woda: wodociągi miejskie Z uwagi na wspaniałe położenie i rozkład mieszkania; lokal może być również adoptowany na cele biznesowe.",tak,tak,osobna,plastikowe,,,50.234514,19.01006
Katowice Brynów,ul. Ceglana,4,87,1125000,12931,bez pośredników,,27,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-ceglana-4-pokojowe-f9o8k5,https://s2.adresowa.pl/oi/13/2d/3e4f0a_7ba7_cover@2x-4-pokojowe-mieszkanie-katowice-brynow-ul-ceglana.webp,Katowice Brynów,Ceglana,1,2021,apartamentowiec,,"Ten 4-pokojowy apartament został zaprojektowany od podstaw jako kompletna, dopracowana przestrzeń inspirowana naturalnymi materiałami, spokojem i ponadczasowym designem. To wnętrze, które bardziej przypomina butikowy apartament z południa Europy lub kameralny resort premium niż klasyczne mieszkanie w nowym budownictwie. Na blisko 87 m² powstała spójna przestrzeń pełna światła, struktur i szlachetnych detali. Sercem apartamentu jest przestronny salon połączony z kuchnią i częścią jadalnianą, tworzący elegancką, ale bardzo komfortową strefę życia codziennego. Apartament oferuje dodatkowo 3 niezależne pokoje, osobną garderobę połączoną z pralnią oraz ogromną ilość zabudowy i miejsc do przechowywania — pojemne szafy znajdują się praktycznie w każdym pomieszczeniu. We wnętrzu wykorzystano m.in. hiszpańskie płytki marki Peronda inspirowane słoneczną Andaluzją, dzięki którym apartament zyskuje ciepły, butikowy klimat przywołujący atmosferę południa Europy. Całość uzupełniają autorskie meble kolonialne oraz dekoracje wykonywane na zamówienie przez rzemieślników z wyspy Bali, sprowadzane bezpośrednio do tego projektu. Wyjątkowego klimatu wnętrzu nadaje również naturalna, zrewitalizowana cegła pochodząca ze starych śląskich kamienic — materiał z historią, którego nie da się zastąpić współczesną imitacją. Dopracowano również przestrzenie zewnętrzne – apartament posiada kameralny taras oraz dodatkowy balkon wykończone podestami premium: naturalnym teakiem oraz wysokiej jakości kompozytem. W części dziennej znajduje się ekskluzywny zestaw wypoczynkowy wykonany z wodoodpornej tkaniny o strukturze przypominającej aksamit, wykończony eleganckimi bokami z wikliny. Kuchnia wyposażona została w sprzęt AGD marek Gorenje, Ardo oraz IKEA. Całość znajduje się na 1 piętrze nowoczesnego budynku przy ul. Ceglanej w Katowicach — zaledwie kilkadziesiąt metrów od Parku Kościuszki, w bezpośrednim sąsiedztwie basenu Brynów oraz restauracji Patio. To jedna z najbardziej komfortowych lokalizacji do życia w Katowicach — zielona, spokojna i jednocześnie doskonale skomunikowana. Apartament sprzedawany jest kompletnie wyposażony — wszystkie elementy widoczne na zdjęciach pozostają w cenie nieruchomości, dzięki czemu jest to gotowa, kompletna przestrzeń do zamieszkania bez potrzeby ponoszenia dodatkowych kosztów. Dodatkowym atutem nieruchomości jest prywatny system parkowania w garażu podziemnym umożliwiający parkowanie 2 samochodów. Zakup miejsca postojowego z systemem platformowym jest w cenie 55000.",,tak,aneks,plastikowe,własność,,50.245101,19.011958
Katowice Wełnowiec,ul. Bytkowska,3,53,650000,12264,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-bytkowska-3-pokojowe-u5g3t4,https://s2.adresowa.pl/oi/6d/29/3e4b52_5f91_cover@2x-3-pokojowe-mieszkanie-katowice-welnowiec-ul-bytkowska.webp,Katowice Wełnowiec,Bytkowska,4,2020,blok,,"Na sprzedaż komfortowe i funkcjonalne mieszkanie o powierzchni 53,19 m², położone na 4. piętrze nowoczesnego budynku z 2020 roku w zielonej i spokojnej części Katowic — Wełnowiec-Józefowiec, przy ul. Bytkowskiej. Mieszkanie zostało wykończone w bardzo dobrym standardzie, jest w pełni umeblowane i gotowe do zamieszkania bez dodatkowych nakładów finansowych. Idealna propozycja dla pary, rodziny lub jako inwestycja pod wynajem. Najważniejsze informacje: - Powierzchnia: 53,19 m² - Liczba pokoi: 3 - Piętro: 4 z 5 - Ekspozycja: południowo-zachodnia - Rok budowy: 2020 - Forma własności: pełna własność - Cena: 650 000 zł - Czynsz administracyjny: ok. 700 zł Układ i wyposażenie: Mieszkanie jest bardzo dobrze zagospodarowane, z licznymi meblami wykonanymi na wymiar, co zapewnia wygodę i maksymalne wykorzystanie przestrzeni. W cenie pozostaje pełne wyposażenie, m.in.: - lodówka, - zmywarka, - pralka, - suszarka, - płyta indukcyjna. Dodatkowym atutem są: - balkon, - komórka lokatorska na tym samym piętrze co mieszkanie, - miejsce parkingowe prywatne, - winda w budynku. Lokalizacja: Nieruchomość znajduje się w atrakcyjnej lokalizacji — blisko Parku Śląskiego, terenów zielonych oraz centrum miasta. Okolica jest spokojna i świetnie skomunikowana. Bezpośrednio przy budynku znajduje się przystanek autobusowy. To idealne miejsce dla osób ceniących komfort życia, dostęp do natury i szybki dojazd do centrum Katowic. Zapraszam do kontaktu i umówienia prezentacji mieszkania. Oferta prywatna, kupujący nie płaci prowizji.",tak,tak,,plastikowe,własność,"Wyposażenie: lodówka, pralka, suszarka, zmywarka",50.288226,19.00632
Katowice Józefowiec,ul. Józefowska,3,62,479000,7726,Pośrednik,,20,https://adresowo.pl/o/mieszkanie-katowice-jozefowiec-ul-jozefowska-3-pokojowe-n3q0o2,https://s2.adresowa.pl/oi/20/50/3d9dc2_2927_cover@2x-3-pokojowe-mieszkanie-katowice-jozefowiec-ul-jozefowska.webp,Katowice Józefowiec,Józefowska,6,,blok,,"OFERTA NA WYYŁĄCZNOŚĆ Oferujemy Państwu na sprzedaż przestronne i atrakcyjne mieszkanie usytuowane w Katowicach przy ulicy Józefowskiej na 6 piętrze w budynku z windą. W sąsiedztwie znajduje się plac zabaw dla dzieci w otoczeniu zieleni oraz duży parking ogólnodostępny. Bliskość szkół, przedszkoli oraz żłobków stanowi dodatkowy atut. Mieszkanie o powierzchni 62,8 m2 składa się 3 pokoi, widnej i przestronnej kuchni, osobnej łazienki, wc, dużego salonu oraz dwóch mniejszych przejściowych pokoi tj.: gabinetu i sypialni piętrze w budynku z windą. Mieszkanie posiada balkon, a jego ekspozycja okien to wschód i zachód, zapewniając doskonałe doświetlenie. W budynku jest ogrzewanie miejskie, wszystkie media są opomiarowane, a ciepła woda pochodzi z piecyka gazowego. Rodzaj prawa : spółdzielcze własnościowe prawo z księgą wieczystą Czynsz: 1.100,00 PLN (w tym zaliczki na c.o., wodę, wywóz nieczystości) Cena: 479.000,00 PLN do negocjacji Internet światłowodowy to dodatkowy atut. Lokal wymaga odświeżenia, jednak nie jest konieczny gruntowny remont. W cenie mogą pozostać niektóre meble np. szafy, zabudowa kuchenna wraz ze sprzętem AGD, w tym pralka, lodówka, zmywarka i mikrofalówka. To idealna propozycja dla osób ceniących komfort i dogodną lokalizację. Zapraszam do kontaktu i na prezentację! Przedstawione na naszych stronach oferty nie stanowią oferty w rozumieniu Kodeksu Cywilnego. EXCLUSIVE OFFER We are pleased to offer for sale a spacious and attractive flat situated in Katowice on Józefowska Street, on the 6th floor of a building with a lift. There is a children’s playground surrounded by greenery and a large public car park in the vicinity. The proximity of schools, nurseries and crèches is an added bonus. The 62.8 m² flat comprises 3 rooms, a bright and spacious kitchen, a separate bathroom, a toilet, a large living room and two smaller connecting rooms, namely a study and a bedroom, on the 6th floor of a building with a lift. The flat has a balcony, and its windows face east and west, ensuring excellent natural light. The building has district heating, all utilities are metered, and hot water is supplied by a gas boiler. Type of title: cooperative ownership with a land and mortgage register Rent: PLN 1,100.00 (including advance payments for central heating, water and waste collection) Price: PLN 479,000.00 (negotiable) Fibre-optic internet is an added bonus. The property needs freshening up, but a full refurbishment is not necessary. Some furniture may be included in the price, e.g. wardrobes, fitted kitchen units including appliances such as a washing machine, fridge, dishwasher and microwave. This is an ideal proposition for those who value comfort and a convenient location. Please feel free to contact me for a viewing! The offers presented on our website do not constitute an offer within the meaning of the Civil Code. ::LINK DO STRONY [www]/oferta.aspx?id=[numer] ::KONTAKT DO AGENTA Obsługa biura [numer] [email]",,,osobna,plastikowe,,"Wyposażenie: internet, lodówka, mikrofalówka, pralka, zmywarka",50.283059,19.014605
Katowice Bogucice,ul. ks. Franciszka Ścigały,3,65,529000,8138,Pośrednik,,25,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-ks-franciszka-scigaly-3-pokojowe-e5r1f1,https://s2.adresowa.pl/oi/14/56/3d943e_4a94_cover@2x-3-pokojowe-mieszkanie-katowice-bogucice-ul-ks-franciszka-scigaly.webp,Katowice Bogucice,ks. Franciszka Ścigały,2,1975,blok,,"3-pokojowe mieszkanie po generalnym remoncie - Katowice, ul. Ścigały Na sprzedaż funkcjonalne i w pełni wyremontowane mieszkanie o powierzchni 58 m² , zlokalizowane w Katowicach przy ul. Ścigały. Układ pomieszczeń: przestronny salon 2 niezależne pokoje oddzielna kuchnia przedpokój łazienka osobne WC balkon Dodatkowo do mieszkania przynależy piwnica o powierzchni 5 m² . Standard i wyposażenie: Mieszkanie znajduje się na 2 piętrze i przeszło generalny remont . Wszystko jest nowe i gotowe dla nowego Właściciela. Atuty nieruchomości: gotowe do wprowadzenia - bez dodatkowych nakładów finansowych funkcjonalny, niezależny układ pomieszczeń balkon spokojna i dobrze skomunikowana lokalizacja blisko Centrum Katowic. piwnica jako dodatkowa przestrzeń do przechowywania Lokalizacja: Mieszkanie znajduje się w dogodnej części Katowic - w pobliżu sklepy, szkoły, przystanki komunikacji miejskiej oraz szybki dojazd do centrum. Cena: 529 000 zł Zapraszam do kontaktu i umówienia się na prezentację! Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Karolina Niedźwiedzka (licencja nr: 6910)",tak,,,plastikowe,,,50.266699,19.037776
Katowice Murcki,ul. Roberta Mruczka,2,40,299000,7475,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-katowice-murcki-ul-roberta-mruczka-2-pokojowe-j3i9b8,https://s2.adresowa.pl/oi/61/6c/3e474c_d83b_cover@2x-2-pokojowe-mieszkanie-katowice-murcki-ul-roberta-mruczka.webp,Katowice Murcki,Roberta Mruczka,1,1906,kamienica,,"Na sprzedaż mam przytulne i bardzo funkcjonalne mieszkanie o powierzchni 40 m², które zostało zaprojektowane z myślą o maksymalnym wykorzystaniu przestrzeni i komforcie codziennego życia. Sercem mieszkania jest salon połączony z otwartą, nowoczesną kuchnią w zabudowie. Kuchnia jest w pełni wyposażona- znajduje się w niej lodówka, zmywarka, piekarnik oraz płyta indukcyjna. Dużym atutem jest sprytnie ukryta pralka, zabudowana i zamykana, dzięki czemu nie zaburza estetyki wnętrza. Łazienka została niedawno wyremontowana i prezentuje się świeżo oraz nowocześnie, oferując wygodę i funkcjonalność- w łazience również istnieje możliwość podłączenia pralki jak i suszarki znajdującej się na zdjęciu. W mieszkaniu znajdują się również dwie duże szafy w zabudowie, które zapewniają dużo miejsca do przechowywania. W głównym pokoju zastosowano bardzo praktyczne rozwiązanie- półkotapczan z rozkładanym łóżkiem o wymiarach 160x200 cm. Po jego bokach znajdują się liczne szafki i szuflady, co dodatkowo zwiększa przestrzeń do przechowywania i pozwala utrzymać porządek. Dodatkowy, mniejszy pokój może pełnić funkcję sypialni lub- jak w obecnym układzie- pokoju dziecięcego. Znajduje się w nim duża szafa oraz pawlacz (dwie górne szafki), co czyni go bardzo praktycznym. Mieszkanie jest komfortowe przez cały rok dzięki centralnemu ogrzewaniu miejskiemu, a także dodatkowemu ogrzewaniu podłogowemu. W cieplejsze dni komfort zapewnia klimatyzacja. Dużym plusem lokalizacji jest łatwość parkowania- zawsze dostępne miejsce postojowe to ogromna wygoda dla mieszkańców. Mieszkanie znajduje się przy ul. Mruczka, w spokojnej okolicy, niedaleko piekarni Kłos, rynku, sklepów co zapewnia łatwy dostęp do codziennych zakupów. Całość tworzy idealne miejsce dla singla, pary lub rodziny z dzieckiem- funkcjonalne, nowoczesne i dobrze zorganizowane. Najważniejsze informacje: - Mieszkanie jest własnościowe z dużą piwnicą ok. 10m². - Brak zadłużenia. - Powierzchnia mieszkania: 40 m². - Ogrzewanie miejskie. - Dodatkowo elektryczne ogrzewanie podłogowe. - Ciepła woda miejska. - Mieszkanie gotowe do zamieszkania. - Bardzo dobry stan techniczny. - Budynek po termomodernizacji. - Mieszkanie podlega pod małą wspólnotę mieszkaniową. Remonty i wyposażenie: - Wyremontowana łazienka. - Wymienione panele w całym mieszkaniu. - Lokal zadbany i dobrze utrzymany. - Świetna lokalizacja- w pobliżu sklepy, piekarnia, przystanki oraz dużo terenów zielonych i spacerowych. Cena: 299 tysięcy.",tak,tak,,plastikowe,własność,"Wyposażenie: klimatyzacja, lodówka, piekarnik, pralka, zmywarka",50.197775,19.038238
Katowice Zawodzie,ul. Piotra Niedurnego,2,43,329000,7651,bez pośredników,,5,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-ul-piotra-niedurnego-2-pokojowe-n0i9u6,https://s2.adresowa.pl/oi/7a/76/3e463c_83f5_cover@2x-2-pokojowe-mieszkanie-katowice-zawodzie-ul-piotra-niedurnego.webp,Katowice Zawodzie,Piotra Niedurnego,1,1960,kamienica,,"Sprzedaż wyremontowanego mieszkania — cena : 329 000 zł. Na sprzedaż oferuję świeżo wyremontowane mieszkanie o powierzchni 43,3 m², położone w Katowicach-Zawodziu, przy ul. Niedurnego 4a. Lokal znajduje się na I piętrze zadbanej kamienicy. Mieszkanie przeszło kapitalny remont i jest gotowe do zamieszkania lub dalszego wynajmu bez dodatkowych nakładów. Wymienione/odnowione zostały instalacje i wykończenie, wykonano nową łazienkę, nową kuchnię oraz zabudowę kuchenną IKEA. Dodatkowa izolacja sufitu. Mieszkanie jest umeblowane i przygotowane do użytkowania. Układ mieszkania: salon z aneksem kuchennym, osobna duża sypialnia, łazienka, przedpokój, piwnica. Salon z aneksem stanowi część dzienną i komunikacyjną — z niego przechodzi się do sypialni. Układ bardzo dobrze sprawdzi się dla pary, singla albo jako mieszkanie inwestycyjne pod wynajem. Najważniejsze atuty: po generalnym remoncie, nowa kuchnia IKEA, centralne ogrzewanie z sieci/spółdzielni, ciepła woda z sieci/spółdzielni — bez piecyka gazowego, I piętro, miejsce parkingowe na zamkniętym dziedzińcu, piwnica, kamienica odnowiona z zewnątrz, spokojna lokalizacja z dobrym dojazdem do centrum Katowic. Koszty użytkowania są przewidywalne: opłaty administracyjne wynoszą obecnie około 850 zł miesięcznie i obejmują m.in. koszty centralnego ogrzewania oraz opłaty wspólnotowe/spółdzielcze. Woda oraz prąd rozliczane są według zużycia. Mieszkanie nadaje się zarówno do zamieszkania od razu, jak i jako gotowy lokal inwestycyjny pod wynajem. Cena: 349 000 zł Tel. [numer] Sprzedaż bezpośrednia. Ogłoszenie nie stanowi sensu stricto oferty w rozumieniu polskiego prawa, ale jest raczej zaproszeniem do negocjacji.",tak,,aneks,plastikowe,własność,,50.258558,19.052495
Katowice Śródmieście,ul. Henryka Dąbrowskiego,2,47,349000,7426,bez pośredników,,13,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-henryka-dabrowskiego-2-pokojowe-g6x8e9,https://s2.adresowa.pl/oi/56/49/3e448c_ff17_cover@2x-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-henryka-dabrowskiego.webp,Katowice Śródmieście,Henryka Dąbrowskiego,4,,kamienica,,"Oferuję mieszkanie na sprzedaż o powierzchni 47,94 m², usytuowane na 4. piętrze w kamienicy. Nieruchomość jest w dobrym stanie do zamieszkania. W mieszkaniu znajdują się meble oraz sprzęty: pralka, zmywarka, lodówka, kuchenka, piekarnik i telewizor. Dodatkowo, mieszkanie wyposażone jest w klimatyzację oraz dostępne miejsce parkingowe. Ogrzewanie elektryczne zapewnia komfort w chłodniejsze dni. Do dyspozycji masz także internet i telewizję kablową. Czynsz wynosi 345 PLN. Mieszkanie jest dostępne od 31 maja 2026 roku. Zabezpieczenia obejmują domofon lub wideofon. Okna są drewniane, co nadaje wnętrzu przytulny charakter. Zainwestuj w komfortowe mieszkanie w Śródmieściu Katowic. Skontaktuj się, aby umówić się na prezentację!",,tak,,drewniane,własność,"Wyposażenie: internet, kuchenka, lodówka, piekarnik, pralka, telewizor, zmywarka",50.255009,19.023964
